longitude,latitude,city,name,rating,reviews_count,price_turkey_shawarma_pita,price_cow_shawarma_pita,price_turkey_shawarma_laffa,price_cow_shawarma_laffa,price_falafel_pita,price_falafel_laffa,price_small_fries,price_big_fries,price_drink,car_park_nearby,price_source,price_notes,google_maps_url
34.7742005,32.0619438,תל אביב,פנינת השווארמה,4.1,284,54,58,71,73,23,35,17,25,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%A0%D7%99%D7%A0%D7%AA+%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4c9d60591fd7:0xd2b21369296b2d09!8m2!3d32.0619438!4d34.7742005!16s%2Fg%2F11f3dd1kqs!19sChIJ1x9ZYJ1MHRURCS1rKWkTstI?authuser=0&hl=iw&rclk=1
34.7834256,32.0663344,תל אביב,דבוש שווארמה קרליבך,4.2,281,57,60,64,74,24,33,18,28,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%93%D7%91%D7%95%D7%A9+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A7%D7%A8%D7%9C%D7%99%D7%91%D7%9A%E2%80%AD/data=!4m7!3m6!1s0x151d4b02666e0809:0xc21e568a3714fafd!8m2!3d32.0663344!4d34.7834256!16s%2Fg%2F1v1ks33n!19sChIJCQhuZgJLHRUR_foUN4pWHsI?authuser=0&hl=iw&rclk=1
34.7864988,32.0701276,תל אביב,בוטרא - שווארמה תל אביב,4.2,76,52,59,70,83,25,34,17,25,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%91%D7%95%D7%98%D7%A8%D7%90+-+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4b97a63c66b7:0x9762c48a5c93b6f6!8m2!3d32.0701276!4d34.7864988!16s%2Fg%2F11v02w5x7b!19sChIJt2Y8ppdLHRUR9raTXIrEYpc?authuser=0&hl=iw&rclk=1
34.7854339,32.0646937,תל אביב,שווארמה אליאס,4.3,316,57,60,65,80,24,33,17,28,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%9C%D7%99%D7%90%D7%A1%E2%80%AD/data=!4m7!3m6!1s0x151d4b86caf40a2d:0x7f7dc4931a39fd4a!8m2!3d32.0646937!4d34.7854339!16s%2Fg%2F11t5nhm242!19sChIJLQr0yoZLHRURSv05GpPEfX8?authuser=0&hl=iw&rclk=1
34.7676046,32.0680561,תל אביב,טקסים שוארמה,4.5,27,57,62,68,83,25,33,16,29,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%98%D7%A7%D7%A1%D7%99%D7%9D+%D7%A9%D7%95%D7%90%D7%A8%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4d819af21987:0xdfa7f03f5402a8b8!8m2!3d32.0680561!4d34.7676046!16s%2Fg%2F11t29fj_4b!19sChIJhxnymoFNHRURuKgCVD_wp98?authuser=0&hl=iw&rclk=1
34.7866265,32.1124111,תל אביב,שווארמה שמעוני רמת אביב,4.4,16,51,59,74,79,24,35,15,25,4,False,mixed_existing_and_estimated,"Existing non-empty price values preserved; missing price values estimated, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A9%D7%9E%D7%A2%D7%95%D7%A0%D7%99+%D7%A8%D7%9E%D7%AA+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d49001fb85df5:0x3d426a3abb7f4c00!8m2!3d32.1124111!4d34.7866265!16s%2Fg%2F11xdb89t11!19sChIJ9V24HwBJHRURAEx_uzpqQj0?authuser=0&hl=iw&rclk=1
34.7628393,32.0545654,תל אביב,שאוורמה עאוני אקבפרס,4.0,190,53,58,65,81,26,34,17,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%90%D7%95%D7%95%D7%A8%D7%9E%D7%94+%D7%A2%D7%90%D7%95%D7%A0%D7%99+%D7%90%D7%A7%D7%91%D7%A4%D7%A8%D7%A1%E2%80%AD/data=!4m7!3m6!1s0x151d4d25daa2c20b:0xfac2a3cb9e049d9b!8m2!3d32.0545654!4d34.7628393!16s%2Fg%2F11g_xncx3c!19sChIJC8Ki2iVNHRURm50Ensujwvo?authuser=0&hl=iw&rclk=1
34.7680872,32.0678779,תל אביב,שווארמה כרמל,4.6,9,52,57,71,75,24,33,16,25,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9B%D7%A8%D7%9E%D7%9C%E2%80%AD/data=!4m7!3m6!1s0x151d4c847db18963:0x757f2a01e58f2a83!8m2!3d32.0678779!4d34.7680872!16s%2Fg%2F11bxw0j415!19sChIJY4mxfYRMHRURgyqP5QEqf3U?authuser=0&hl=iw&rclk=1
34.7562236,32.0546913,תל אביב,שווארמה בינו,3.3,115,51,62,73,76,23,32,16,28,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%91%D7%99%D7%A0%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4cbebfa2a92b:0xc30e2b7ec036a7ca!8m2!3d32.0546913!4d34.7562236!16s%2Fg%2F1tcy1nzv!19sChIJK6miv75MHRURyqc2wH4rDsM?authuser=0&hl=iw&rclk=1
34.7753251,32.0741626,תל אביב,שולה שווארמה,3.1,45,57,57,64,78,23,33,16,25,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%9C%D7%94+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b9c8b5efc9f:0xb911c87e75f35a85!8m2!3d32.0741626!4d34.7753251!16s%2Fg%2F11v0x225l_!19sChIJn_xei5xLHRURhVrzdX7IEbk?authuser=0&hl=iw&rclk=1
34.7589979,32.0488723,תל אביב,פונדק הרצל שווארמה כיד המלך,4.2,268,51,61,67,78,24,31,16,29,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A4%D7%95%D7%A0%D7%93%D7%A7+%D7%94%D7%A8%D7%A6%D7%9C+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9B%D7%99%D7%93+%D7%94%D7%9E%D7%9C%D7%9A%E2%80%AD/data=!4m7!3m6!1s0x151d4cba6d10a5e3:0x3515a0e496652f73!8m2!3d32.0488723!4d34.7589979!16s%2Fg%2F11f5_l05tj!19sChIJ46UQbbpMHRURcy9lluSgFTU?authuser=0&hl=iw&rclk=1
34.7704994,32.0700472,תל אביב,גדליה שווארמה,3.1,33,56,66,74,72,24,35,16,28,11,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%92%D7%93%D7%9C%D7%99%D7%94+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4c8165b7804f:0x6d90667ba0febc7e!8m2!3d32.0700472!4d34.7704994!16s%2Fg%2F1tl5cl3p!19sChIJT4C3ZYFMHRURfrz-oHtmkG0?authuser=0&hl=iw&rclk=1
34.7855231,32.0691568,תל אביב,נורמן שניצל בתל אביב | שווארמה | שניצל בחלה,3.3,588,58,59,67,75,24,32,18,26,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A0%D7%95%D7%A8%D7%9E%D7%9F+%D7%A9%D7%A0%D7%99%D7%A6%D7%9C+%D7%91%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91+%7C+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%7C+%D7%A9%D7%A0%D7%99%D7%A6%D7%9C+%D7%91%D7%97%D7%9C%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b0bf0d927c1:0xd764ae86027b326f!8m2!3d32.0691568!4d34.7855231!16s%2Fg%2F11g2_9hx50!19sChIJwSfZ8AtLHRURbzJ7AoauZNc?authuser=0&hl=iw&rclk=1
34.7865203,32.0666876,תל אביב,הבוכרי - שווארמה ובשרים | מסעדת בשרים וקטריינג כשרה,4.0,323,51,63,73,82,23,33,16,26,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%94%D7%91%D7%95%D7%9B%D7%A8%D7%99+-+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%95%D7%91%D7%A9%D7%A8%D7%99%D7%9D+%7C+%D7%9E%D7%A1%D7%A2%D7%93%D7%AA+%D7%91%D7%A9%D7%A8%D7%99%D7%9D+%D7%95%D7%A7%D7%98%D7%A8%D7%99%D7%99%D7%A0%D7%92+%D7%9B%D7%A9%D7%A8%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4b7712a70f25:0xbeb35e2f647ba704!8m2!3d32.0666876!4d34.7865203!16s%2Fg%2F1trlrc87!19sChIJJQ-nEndLHRURBKd7ZC9es74?authuser=0&hl=iw&rclk=1
34.822196,32.1102915,תל אביב,שווארמה יפו פלאפל אציר,3.9,387,57,61,71,78,24,33,16,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%99%D7%A4%D7%95+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%90%D7%A6%D7%99%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d499c8b216c67:0x44396656c5df3cae!8m2!3d32.1102915!4d34.822196!16s%2Fg%2F1tljnxsv!19sChIJZ2whi5xJHRURrjzfxVZmOUQ?authuser=0&hl=iw&rclk=1
34.8182384,32.1093624,תל אביב,שווארמיה,3.0,2,52,65,68,80,26,33,17,26,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%99%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4978000675cd:0x79b9030f78508374!8m2!3d32.1093624!4d34.8182384!16s%2Fg%2F11h7s45646!19sChIJzXUGAHhJHRURdINQeA8DuXk?authuser=0&hl=iw&rclk=1
34.7789665,32.0563771,תל אביב,שווארמה לאפה לי,2.9,30,50,66,70,85,24,36,18,28,11,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9C%D7%90%D7%A4%D7%94+%D7%9C%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4bc85cefbb03:0xbd4e8c76107adace!8m2!3d32.0563771!4d34.7789665!16s%2Fg%2F11q1tmh2dp!19sChIJA7vvXMhLHRURztp6EHaMTr0?authuser=0&hl=iw&rclk=1
34.822108,32.110354,תל אביב,Shawarma Yaffo,2.8,13,55,58,67,74,23,31,17,25,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/Shawarma+Yaffo/data=!4m7!3m6!1s0x151d499cae4209db:0x22ca11110aac04e9!8m2!3d32.110354!4d34.822108!16s%2Fg%2F11sc7hmys7!19sChIJ2wlCrpxJHRUR6QSsChERyiI?authuser=0&hl=iw&rclk=1
34.7721718,32.0596321,תל אביב,שווארמה פלאפל אלי,3.8,209,52,63,68,79,23,33,16,26,11,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A4%D7%9C%D7%90%D7%A4%D7%9C+%D7%90%D7%9C%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4c9dc5134a9f:0xef87212a592423ba!8m2!3d32.0596321!4d34.7721718!16s%2Fg%2F1wl06ccj!19sChIJn0oTxZ1MHRURuiMkWSohh-8?authuser=0&hl=iw&rclk=1
34.8039622,32.087509,תל אביב,שווארמה שמש | כשר,3.8,1746,52,63,70,75,24,32,17,27,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A9%D7%9E%D7%A9+%7C+%D7%9B%D7%A9%D7%A8%E2%80%AD/data=!4m7!3m6!1s0x151d4bc6edfb4e0d:0xe5cd881f5b326f16!8m2!3d32.087509!4d34.8039622!16s%2Fg%2F1td8frf4!19sChIJDU777cZLHRURFm8yWx-IzeU?authuser=0&hl=iw&rclk=1
34.8108918,32.0855919,רמת גן,שווארמה סטריט,4.1,457,51,62,67,81,25,34,17,28,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A1%D7%98%D7%A8%D7%99%D7%98%E2%80%AD/data=!4m7!3m6!1s0x151d4bf64da12257:0x2bb7cb8eda25a35e!8m2!3d32.0855919!4d34.8108918!16s%2Fg%2F11hkbh8dt8!19sChIJVyKhTfZLHRURXqMl2o7Ltys?authuser=0&hl=iw&rclk=1
34.7697575,32.065837,תל אביב,שווארמה סטריט שוק התקוה,1.9,10,50,61,73,84,26,36,16,25,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A1%D7%98%D7%A8%D7%99%D7%98+%D7%A9%D7%95%D7%A7+%D7%94%D7%AA%D7%A7%D7%95%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4d4e332adec5:0x4103131c1eb493b0!8m2!3d32.065837!4d34.7697575!16s%2Fg%2F11fnx5lhy1!19sChIJxd4qM05NHRURsJO0HhwTA0E?authuser=0&hl=iw&rclk=1
34.7778888,32.0628763,תל אביב,שווארמה אדוארדו,4.9,189,54,65,74,77,23,32,18,25,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%93%D7%95%D7%90%D7%A8%D7%93%D7%95%E2%80%AD/data=!4m7!3m6!1s0x151d4b10fc1aa80b:0xa40a09688e1fec1e!8m2!3d32.0628763!4d34.7778888!16s%2Fg%2F11wx_vpxwj!19sChIJC6ga_BBLHRURHuwfjmgJCqQ?authuser=0&hl=iw&rclk=1
34.8394775,32.1181411,תל אביב,שווארמה אליהו תל אביב,3.4,47,52,59,69,74,25,36,17,29,10,,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%90%D7%9C%D7%99%D7%94%D7%95+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d49ae5db67eb7:0x5245910c6175a21e!8m2!3d32.1181411!4d34.8394775!16s%2Fg%2F11ftx5d02h!19sChIJt362Xa5JHRURHqJ1YQyRRVI?authuser=0&hl=iw&rclk=1
34.793553,32.047786,תל אביב,שווארמה עזורי,4.6,36,58,57,65,82,24,33,15,29,12,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A2%D7%96%D7%95%D7%A8%D7%99%E2%80%AD/data=!4m7!3m6!1s0x151d4b002c531931:0xa63ee0016aeed0ee!8m2!3d32.047786!4d34.793553!16s%2Fg%2F11x77rvtxl!19sChIJMRlTLABLHRUR7tDuagHgPqY?authuser=0&hl=iw&rclk=1
34.7587319,32.0475313,תל אביב,בא לי שווארמה,4.3,68,56,60,72,73,25,35,16,26,10,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%91%D7%90+%D7%9C%D7%99+%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94%E2%80%AD/data=!4m7!3m6!1s0x151d4cb0a2ede7b5:0xae6d8481020d64ab!8m2!3d32.0475313!4d34.7587319!16s%2Fg%2F11hcjzl_yn!19sChIJteftorBMHRURq2QNAoGEba4?authuser=0&hl=iw&rclk=1
34.7795038,32.0566153,תל אביב,שווארמה מספר אחד,5.0,1,51,59,67,73,26,36,17,26,10,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%9E%D7%A1%D7%A4%D7%A8+%D7%90%D7%97%D7%93%E2%80%AD/data=!4m7!3m6!1s0x151d4b6401c1d3d9:0xbf54eb4b370c6f72!8m2!3d32.0566153!4d34.7795038!16s%2Fg%2F11b6vf24z3!19sChIJ2dPBAWRLHRURcm8MN0vrVL8?authuser=0&hl=iw&rclk=1
34.7824261,32.0703562,תל אביב,שווארמה קרליבך 39,3.8,190,55,63,72,72,25,31,16,28,11,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A7%D7%A8%D7%9C%D7%99%D7%91%D7%9A+39%E2%80%AD/data=!4m7!3m6!1s0x151d4bccf797d7a3:0xf4facb1aeba7a928!8m2!3d32.0703562!4d34.7824261!16s%2Fg%2F11ts5r4qzw!19sChIJo9eX98xLHRURKKmn6xrL-vQ?authuser=0&hl=iw&rclk=1
34.755917,32.0545419,תל אביב,Shawarma Abouelafia,3.3,655,54,65,67,75,25,32,18,29,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/Shawarma+Abouelafia/data=!4m7!3m6!1s0x151d4cbec8550079:0x3cf9da1044321c03!8m2!3d32.0545419!4d34.755917!16s%2Fg%2F1w604b5h!19sChIJeQBVyL5MHRURAxwyRBDa-Tw?authuser=0&hl=iw&rclk=1
34.8189937,32.0757308,רמת גן,שווארמה שיפודי סמי ובניו רמת גן,3.9,2410,55,64,71,76,24,32,18,27,11,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A9%D7%99%D7%A4%D7%95%D7%93%D7%99+%D7%A1%D7%9E%D7%99+%D7%95%D7%91%D7%A0%D7%99%D7%95+%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4a4b370eaf5f:0x4d5f5d580d44cd3c!8m2!3d32.0757308!4d34.8189937!16s%2Fg%2F1vsmv86s!19sChIJX68ON0tKHRURPM1EDVhdX00?authuser=0&hl=iw&rclk=1
34.7625084,32.0640628,תל אביב,שווארמה יהלום אלמז תל אביב,,1,56,60,66,81,26,33,16,27,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%99%D7%94%D7%9C%D7%95%D7%9D+%D7%90%D7%9C%D7%9E%D7%96+%D7%AA%D7%9C+%D7%90%D7%91%D7%99%D7%91%E2%80%AD/data=!4m7!3m6!1s0x151d4d0b13350807:0xba70e34ca57b52f4!8m2!3d32.0640628!4d34.7625084!16s%2Fg%2F11mpjmn_fg!19sChIJBwg1EwtNHRUR9FJ7pUzjcLo?authuser=0&hl=iw&rclk=1
34.8134673,32.0878996,רמת גן,שווארמה שמש,3.7,1117,52,59,67,84,25,32,17,28,11,False,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%A9%D7%9E%D7%A9%E2%80%AD/data=!4m7!3m6!1s0x151d4bcc24895b7f:0x68431f4a4e48278!8m2!3d32.0878996!4d34.8134673!16s%2Fg%2F11csrw164x!19sChIJf1uJJMxLHRUReILkpPQxhAY?authuser=0&hl=iw&rclk=1
34.8279638,32.0602805,רמת גן,שווארמה הסולטן רמת גן,3.9,766,56,59,64,72,23,33,16,29,12,True,estimated,"Estimated prices, not verified from menu.",https://www.google.com/maps/place/%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94+%D7%94%D7%A1%D7%95%D7%9C%D7%98%D7%9F+%D7%A8%D7%9E%D7%AA+%D7%92%D7%9F%E2%80%AD/data=!4m7!3m6!1s0x151d4a574188b58b:0x5d22de98f525db49!8m2!3d32.0602805!4d34.8279638!16s%2Fg%2F1tdqwsj7!19sChIJi7WIQVdKHRURSdsl9ZjeIl0?authuser=0&hl=iw&rclk=1
